Ensembl.Gene.ID	CDS.Length
FBgn0030037	1578
FBgn0030038	1656
FBgn0030039	657
FBgn0030040	690
FBgn0030041	822
FBgn0030048	606
FBgn0030049	3006
FBgn0030050	567
FBgn0030051	1182
FBgn0030052	2064
FBgn0030053	1212
FBgn0030054	3552
FBgn0030055	2484
FBgn0030056	753
FBgn0030057	945
FBgn0030058	786
FBgn0030060	1278
FBgn0030061	1437
FBgn0030063	714
FBgn0030065	3021
FBgn0030066	834
FBgn0030067	1032
FBgn0030071	396
FBgn0030073	750
FBgn0030074	516
FBgn0030077	2487
FBgn0030078	312
FBgn0030081	1809
FBgn0030082	723
FBgn0030085	702
FBgn0030086	1608
FBgn0030087	4077
FBgn0030088	603
FBgn0030089	2949
FBgn0030090	966
FBgn0030091	3696
FBgn0030092	573
FBgn0030093	2250
FBgn0030096	1374
FBgn0030097	792
FBgn0030098	660
FBgn0030099	864
FBgn0030100	636
FBgn0030101	855
FBgn0030102	1503
FBgn0030103	492
FBgn0030104	489
FBgn0030105	369
FBgn0030107	1113
FBgn0030108	1158
FBgn0030109	2217
FBgn0030114	1965
FBgn0030120	1101
FBgn0030121	1992
FBgn0030122	1401
FBgn0030136	198
FBgn0030137	582
FBgn0030141	1983
FBgn0030148	2229
FBgn0030151	1194
FBgn0030156	1068
FBgn0030157	621
FBgn0030158	489
FBgn0030159	522
FBgn0030160	366
FBgn0030161	564
FBgn0030162	1215
FBgn0030163	1005
FBgn0030164	1017
FBgn0030167	1764
FBgn0030170	3303
FBgn0030174	1395
FBgn0030177	1419
FBgn0030178	693
FBgn0030181	621
FBgn0030183	345
FBgn0030186	1131
FBgn0030187	1050
FBgn0030189	1518
FBgn0030191	1074
FBgn0030195	1056
FBgn0030196	639
FBgn0030200	588
FBgn0030202	348
FBgn0030204	1179
FBgn0030206	1746
FBgn0030207	1029
FBgn0030208	1830
FBgn0030215	510
FBgn0030217	1890
FBgn0030218	1380
FBgn0030221	594
FBgn0030222	2736
FBgn0030223	2796
FBgn0030224	879
FBgn0030228	2169
FBgn0030230	1917
FBgn0030234	534
FBgn0030237	444
FBgn0030239	732
FBgn0030240	2670
FBgn0030241	2016
FBgn0030242	1824
FBgn0030243	3387
FBgn0030244	744
FBgn0030245	1380
FBgn0030246	3867
FBgn0030247	1098
FBgn0030251	1779
FBgn0030257	1599
FBgn0030258	555
FBgn0030259	387
FBgn0030260	408
FBgn0030261	387
FBgn0030262	483
FBgn0030263	1026
FBgn0030266	10620
FBgn0030268	2418
FBgn0030269	888
FBgn0030270	351
FBgn0030271	348
FBgn0030272	342
FBgn0030274	1809
FBgn0030276	1482
FBgn0030277	504
FBgn0030278	342
FBgn0030280	339
FBgn0030283	369
FBgn0030286	5139
FBgn0030289	2550
FBgn0030290	612
FBgn0030291	549
FBgn0030292	330
FBgn0030293	2832
FBgn0030294	369
FBgn0030296	1338
FBgn0030297	1122
FBgn0030298	1221
FBgn0030300	1926
FBgn0030301	2514
FBgn0030304	1725
FBgn0030305	1215
FBgn0030306	600
FBgn0030307	4755
FBgn0030309	483
FBgn0030310	612
FBgn0030311	441
FBgn0030313	723
FBgn0030314	1995
FBgn0030316	1635
FBgn0030317	1908
FBgn0030318	1254
FBgn0030319	543
FBgn0030320	3147
FBgn0030321	2706
FBgn0030323	717
FBgn0030326	345
FBgn0030327	1860
FBgn0030328	1653
FBgn0030329	1251
FBgn0030330	1764
FBgn0030331	1638
FBgn0030332	756
FBgn0030334	801
FBgn0030336	2706
FBgn0030338	408
FBgn0030339	1518
FBgn0030340	2928
FBgn0030341	633
FBgn0030342	1743
FBgn0030343	3765
FBgn0030344	3444
FBgn0030345	1029
FBgn0030346	1050
FBgn0030347	927
FBgn0030348	948
FBgn0030349	3090
FBgn0030350	333
FBgn0030351	357
FBgn0030352	1005
FBgn0030354	3543
FBgn0030357	1020
FBgn0030358	3114
FBgn0030359	2121
FBgn0030360	1200
FBgn0030361	1779
FBgn0030362	960
FBgn0030364	654
FBgn0030365	1449
FBgn0030366	3390
FBgn0030367	1452
FBgn0030369	1611
FBgn0030370	1023
FBgn0030373	519
FBgn0030374	324
FBgn0030375	747
FBgn0030376	5649
FBgn0030377	1713
FBgn0030384	1035
FBgn0030385	1929
FBgn0030386	720
FBgn0030389	570
FBgn0030390	960
FBgn0030391	798
FBgn0030394	813
FBgn0030395	2100
FBgn0030396	1413
FBgn0030398	594
FBgn0030400	1893
FBgn0030403	2286
FBgn0030406	1011
FBgn0030407	1719
FBgn0030408	888
FBgn0030409	897
FBgn0030410	885
FBgn0030411	936
FBgn0030412	4413
FBgn0030417	2238
FBgn0030418	1020
FBgn0030420	2046
FBgn0030421	1032
FBgn0030425	1968
FBgn0030429	1902
FBgn0030431	969
FBgn0030432	927
FBgn0030433	540
FBgn0030434	780
FBgn0030435	1083
FBgn0030437	1461
FBgn0030438	2685
FBgn0030439	1257
FBgn0030440	483
FBgn0030441	462
FBgn0030443	1518
FBgn0030447	723
FBgn0030449	561
FBgn0030451	759
FBgn0030452	1680
FBgn0030455	711
FBgn0030456	1689
FBgn0030457	1521
FBgn0030459	1878
FBgn0030460	906
FBgn0030462	612
FBgn0030465	1068
FBgn0030466	5394
FBgn0030467	807
FBgn0030468	1197
FBgn0030474	1164
FBgn0030477	1134
FBgn0030478	1728
FBgn0030479	744
FBgn0030480	288
FBgn0030481	738
FBgn0030482	1332
FBgn0030483	492
FBgn0030484	714
FBgn0030485	1221
FBgn0030486	7089
FBgn0030492	846
FBgn0030493	897
FBgn0030494	522
FBgn0030495	1089
FBgn0030499	2124
FBgn0030500	2028
FBgn0030501	750
FBgn0030502	1287
FBgn0030503	1023
FBgn0030504	4155
FBgn0030505	4374
FBgn0030506	2757
FBgn0030507	1023
FBgn0030508	2073
FBgn0030509	837
FBgn0030510	1089
FBgn0030511	1035
FBgn0030512	2364
FBgn0030514	2370
FBgn0030518	684
FBgn0030519	348
FBgn0030520	1530
FBgn0030521	1023
FBgn0030522	519
FBgn0030524	633
FBgn0030525	1179
FBgn0030528	852
FBgn0030529	783
FBgn0030530	2187
FBgn0030536	900
FBgn0030537	1836
FBgn0030538	786
FBgn0030539	561
FBgn0030540	1005
FBgn0030541	1989
FBgn0030542	363
FBgn0030543	1029
FBgn0030544	477
FBgn0030545	597
FBgn0030551	1035
FBgn0030552	1251
FBgn0030554	1422
FBgn0030555	2010
FBgn0030556	1950
FBgn0030558	1506
FBgn0030559	465
FBgn0030562	927
FBgn0030563	594
FBgn0030566	792
FBgn0030569	2982
FBgn0030570	444
FBgn0030571	642
FBgn0030572	504
FBgn0030573	456
FBgn0030574	1626
FBgn0030575	1242
FBgn0030576	1800
FBgn0030577	633
FBgn0030578	858
FBgn0030581	2055
FBgn0030582	2532
FBgn0030583	606
FBgn0030584	480
FBgn0030586	1881
FBgn0030587	1851
FBgn0030588	1866
FBgn0030589	1869
FBgn0030590	2112
FBgn0030592	2181
FBgn0030593	1872
FBgn0030594	1941
FBgn0030595	312
FBgn0030596	1902
FBgn0030597	1974
FBgn0030598	1881
FBgn0030599	633
FBgn0030600	15702
FBgn0030603	1392
FBgn0030605	354
FBgn0030607	1443
FBgn0030608	1059
FBgn0030610	267
FBgn0030611	543
FBgn0030612	1389
FBgn0030613	6465
FBgn0030614	450
FBgn0030615	1488
FBgn0030616	282
FBgn0030617	3426
FBgn0030620	879
FBgn0030622	597
FBgn0030623	930
FBgn0030624	432
FBgn0030625	2955
FBgn0030628	1860
FBgn0030629	1305
FBgn0030630	1332
FBgn0030631	3675
FBgn0030634	954
FBgn0030638	1368
FBgn0030640	1581
FBgn0030641	618
FBgn0030642	552
FBgn0030643	369
FBgn0030645	576
FBgn0030646	2175
FBgn0030647	2772
FBgn0030648	1542
FBgn0030653	999
FBgn0030654	639
FBgn0030655	2064
FBgn0030657	693
FBgn0030658	1002
FBgn0030659	1683
FBgn0030660	1341
FBgn0030661	1452
FBgn0030662	2499
FBgn0030663	489
FBgn0030664	735
FBgn0030665	1233
FBgn0030666	1218
FBgn0030667	3435
FBgn0030668	993
FBgn0030669	501
FBgn0030670	675
FBgn0030671	1038
FBgn0030672	1836
FBgn0030673	834
FBgn0030674	15456
FBgn0030675	1038
FBgn0030676	525
FBgn0030678	1263
FBgn0030679	576
FBgn0030680	2289
FBgn0030683	1167
FBgn0030684	1248
FBgn0030685	3078
FBgn0030686	1089
FBgn0030687	4152
FBgn0030688	831
FBgn0030691	2382
FBgn0030692	1674
FBgn0030693	834
FBgn0030694	1029
FBgn0030695	1038
FBgn0030696	1299
FBgn0030697	2373
FBgn0030699	1191
FBgn0030700	1134
FBgn0030701	3081
FBgn0030703	747
FBgn0030704	816
FBgn0030706	6030
FBgn0030707	1839
FBgn0030710	1545
FBgn0030711	480
FBgn0030715	1257
FBgn0030716	3741
FBgn0030717	1266
FBgn0030718	666
FBgn0030719	1395
FBgn0030720	2454
FBgn0030721	1743
FBgn0030722	765
FBgn0030723	1560
FBgn0030724	822
FBgn0030725	1866
FBgn0030729	915
FBgn0030731	1797
FBgn0030733	336
FBgn0030734	1239
FBgn0030735	3753
FBgn0030737	948
FBgn0030738	2463
FBgn0030739	3309
FBgn0030740	906
FBgn0030742	957
FBgn0030743	309
FBgn0030744	969
FBgn0030745	831
FBgn0030746	3183
FBgn0030747	4029
FBgn0030748	1425
FBgn0030749	1536
FBgn0030752	1074
FBgn0030753	1377
FBgn0030756	1365
FBgn0030757	3414
FBgn0030758	1755
FBgn0030759	699
FBgn0030761	1560
FBgn0030763	681
FBgn0030764	1242
FBgn0030766	2031
FBgn0030768	1365
FBgn0030769	390
FBgn0030770	405
FBgn0030773	756
FBgn0030774	750
FBgn0030775	786
FBgn0030776	765
FBgn0030777	762
FBgn0030778	1584
FBgn0030780	2634
FBgn0030786	702
FBgn0030787	1212
FBgn0030788	522
FBgn0030789	1239
FBgn0030790	810
FBgn0030791	741
FBgn0030792	825
FBgn0030793	1128
FBgn0030794	1443
FBgn0030795	1821
FBgn0030796	2469
FBgn0030797	654
FBgn0030798	3477
FBgn0030799	1068
FBgn0030800	1239
FBgn0030801	717
FBgn0030802	570
FBgn0030803	1056
FBgn0030804	639
FBgn0030805	1221
FBgn0030806	1008
FBgn0030807	333
FBgn0030808	4659
FBgn0030809	5475
FBgn0030812	2631
FBgn0030813	594
FBgn0030814	1554
FBgn0030815	4293
FBgn0030816	1407
FBgn0030817	1491
FBgn0030823	1491
FBgn0030824	630
FBgn0030826	522
FBgn0030828	1236
FBgn0030829	342
FBgn0030830	519
FBgn0030832	603
FBgn0030833	2931
FBgn0030834	705
FBgn0030836	645
FBgn0030837	597
FBgn0030838	912
FBgn0030839	1968
FBgn0030840	1617
FBgn0030841	2280
FBgn0030844	1776
FBgn0030846	1299
FBgn0030847	1410
FBgn0030850	963
FBgn0030851	999
FBgn0030852	1665
FBgn0030853	729
FBgn0030854	1011
FBgn0030855	2481
FBgn0030858	3318
FBgn0030859	1992
FBgn0030863	630
FBgn0030864	1197
FBgn0030868	378
FBgn0030869	3066
FBgn0030870	873
FBgn0030871	1062
FBgn0030872	1023
FBgn0030873	966
FBgn0030874	1080
FBgn0030876	489
FBgn0030877	1824
FBgn0030878	1230
FBgn0030880	1077
FBgn0030881	1113
FBgn0030882	1689
FBgn0030883	495
FBgn0030884	3003
FBgn0030886	1596
FBgn0030887	2850
FBgn0030889	3414
FBgn0030890	2025
FBgn0030891	1767
FBgn0030892	1215
FBgn0030893	1746
FBgn0030894	1059
FBgn0030895	1254
FBgn0030897	564
FBgn0030898	750
FBgn0030899	450
FBgn0030900	579
FBgn0030904	1113
FBgn0030905	444
FBgn0030912	918
FBgn0030913	1845
FBgn0030914	1461
FBgn0030915	924
FBgn0030918	1200
FBgn0030921	648
FBgn0030925	1914
FBgn0030926	1185
FBgn0030927	1485
FBgn0030928	483
FBgn0030929	492
FBgn0030930	1776
FBgn0030931	753
FBgn0030932	1740
FBgn0030933	1014
FBgn0030936	999
FBgn0030937	1311
FBgn0030938	525
FBgn0030940	5688
FBgn0030941	1032
FBgn0030943	996
FBgn0030944	678
FBgn0030945	2061
FBgn0030946	2619
FBgn0030947	975
FBgn0030949	1473
FBgn0030951	447
FBgn0030952	975
FBgn0030954	1755
FBgn0030955	492
FBgn0030956	1425
FBgn0030959	1425
FBgn0030960	657
FBgn0030961	3189
FBgn0030963	1059
FBgn0030964	978
FBgn0030966	1722
FBgn0030968	729
FBgn0030969	1485
FBgn0030970	1449
FBgn0030973	1683
FBgn0030974	3453
FBgn0030975	1314
FBgn0030976	708
FBgn0030979	2007
FBgn0030980	507
FBgn0030981	582
FBgn0030982	375
FBgn0030983	477
FBgn0030984	1122
FBgn0030985	387
FBgn0030989	1260
FBgn0030990	1569
FBgn0030991	915
FBgn0030992	1245
FBgn0030993	1053
FBgn0030994	540
FBgn0030995	948
FBgn0030996	1077
FBgn0030997	978
FBgn0030998	1845
FBgn0030999	1446
FBgn0031000	927
FBgn0031001	2859
FBgn0031002	1803
FBgn0031003	960
FBgn0031004	1443
FBgn0031005	1155
FBgn0031006	5811
FBgn0031008	1152
FBgn0031010	1692
FBgn0031011	1944
FBgn0031012	1851
FBgn0031016	2796
FBgn0031018	636
FBgn0031020	2673
FBgn0031021	552
FBgn0031022	972
FBgn0031023	6114
FBgn0031026	552
FBgn0031030	3120
FBgn0031031	1053
FBgn0031032	2232
FBgn0031033	2175
FBgn0031034	2142
FBgn0031036	984
FBgn0031037	579
FBgn0031038	1326
FBgn0031039	1164
FBgn0031040	423
FBgn0031041	879
FBgn0031042	1761
FBgn0031043	543
FBgn0031044	1164
FBgn0031045	789
FBgn0031047	915
FBgn0031048	921
FBgn0031049	207
FBgn0031050	1137
FBgn0031051	3726
FBgn0031052	6336
FBgn0031053	1746
FBgn0031054	588
FBgn0031055	1938
FBgn0031057	1644
FBgn0031058	861
FBgn0031059	321
FBgn0031060	1230
FBgn0031061	1443
FBgn0031062	1743
FBgn0031064	2439
FBgn0031065	1146
FBgn0031066	291
FBgn0031068	801
FBgn0031069	1998
FBgn0031070	2613
FBgn0031074	504
FBgn0031077	5241
FBgn0031078	6273
FBgn0031080	468
FBgn0031081	2361
FBgn0031082	864
FBgn0031085	633
FBgn0031086	783
FBgn0031088	2223
FBgn0031089	1326
FBgn0031090	606
FBgn0031091	1563
FBgn0031092	939
FBgn0031093	1638
FBgn0031094	819
FBgn0031097	714
FBgn0031098	2085
FBgn0031099	1296
FBgn0031100	1278
FBgn0031101	552
FBgn0031103	573
FBgn0031104	456
FBgn0031106	1059
FBgn0031107	14739
FBgn0031108	909
FBgn0031109	441
FBgn0031110	492
FBgn0031111	528
FBgn0031114	2163
FBgn0031115	1542
FBgn0031116	3579
FBgn0031117	807
FBgn0031118	6621
FBgn0031119	1851
FBgn0031126	1563
FBgn0031127	459
FBgn0031128	909
FBgn0031129	879
FBgn0031130	348
FBgn0031132	1224
FBgn0031134	1137
FBgn0031139	2295
FBgn0031141	783
FBgn0031142	1785
FBgn0031143	867
FBgn0031144	1539
FBgn0031145	393
FBgn0031146	396
FBgn0031148	1569
FBgn0031149	2142
FBgn0031150	1245
FBgn0031155	1122
FBgn0031157	924
FBgn0031159	1773
FBgn0031161	1857
FBgn0031163	792
FBgn0031164	558
FBgn0031168	843
FBgn0031169	5088
FBgn0031170	5145
FBgn0031171	4968
FBgn0031174	2559
FBgn0031176	258
FBgn0031178	552
FBgn0031181	1692
FBgn0031182	1590
FBgn0031183	1122
FBgn0031184	915
FBgn0031187	2853
FBgn0031188	726
FBgn0031189	960
FBgn0031190	1110
FBgn0031191	2001
FBgn0031194	1956
FBgn0031195	1812
FBgn0031196	1593
FBgn0031197	663
FBgn0031201	2130
FBgn0031208	1443
FBgn0031209	2529
FBgn0031213	1512
FBgn0031214	1206
FBgn0031216	6195
FBgn0031217	1125
FBgn0031219	405
FBgn0031220	2034
FBgn0031224	717
FBgn0031227	1503
FBgn0031228	306
FBgn0031229	1044
FBgn0031231	747
FBgn0031232	885
FBgn0031233	2148
FBgn0031235	1332
FBgn0031238	1518
FBgn0031239	2907
FBgn0031240	2001
FBgn0031244	828
FBgn0031245	747
FBgn0031247	378
FBgn0031248	816
FBgn0031249	834
FBgn0031250	1431
FBgn0031251	3762
FBgn0031252	1044
FBgn0031253	426
FBgn0031254	582
FBgn0031255	1650
FBgn0031256	1065
FBgn0031257	2004
FBgn0031258	4419
FBgn0031260	1170
FBgn0031261	1326
FBgn0031263	558
FBgn0031264	2388
FBgn0031265	2103
FBgn0031266	4023
FBgn0031267	930
FBgn0031268	462
FBgn0031270	402
FBgn0031273	2481
FBgn0031275	3918
FBgn0031276	324
FBgn0031277	360
FBgn0031279	1719
FBgn0031281	2154
FBgn0031282	894
FBgn0031283	792
FBgn0031284	768
FBgn0031285	960
FBgn0031286	1365
FBgn0031287	1017
FBgn0031288	438
FBgn0031289	951
FBgn0031292	5874
FBgn0031294	3960
FBgn0031295	510
FBgn0031296	1044
FBgn0031298	1236
FBgn0031299	1713
FBgn0031301	3054
FBgn0031302	795
FBgn0031304	2070
FBgn0031305	1596
FBgn0031306	1341
FBgn0031307	1539
FBgn0031308	1512
FBgn0031309	900
FBgn0031310	549
FBgn0031312	837
FBgn0031313	1665
FBgn0031314	1764
FBgn0031315	543
FBgn0031317	1575
FBgn0031318	3015
FBgn0031319	2850
FBgn0031320	1368
FBgn0031321	1284
FBgn0031322	1053
FBgn0031323	540
FBgn0031324	426
FBgn0031327	1998
FBgn0031331	510
FBgn0031332	900
FBgn0031333	918
FBgn0031335	723
FBgn0031337	621
FBgn0031343	1323
FBgn0031344	1167
FBgn0031345	579
FBgn0031347	1980
FBgn0031351	756
FBgn0031356	1611
FBgn0031357	546
FBgn0031359	1098
FBgn0031360	966
FBgn0031361	735
FBgn0031364	387
FBgn0031365	378
FBgn0031367	606
FBgn0031372	918
FBgn0031373	690
FBgn0031374	7194
FBgn0031375	2097
FBgn0031376	738
FBgn0031377	3072
FBgn0031378	507
FBgn0031379	1914
FBgn0031381	447
FBgn0031384	2934
FBgn0031388	945
FBgn0031389	813
FBgn0031390	4929
FBgn0031391	1053
FBgn0031392	2220
FBgn0031393	474
FBgn0031395	954
FBgn0031397	1764
FBgn0031398	840
FBgn0031399	2604
FBgn0031401	1731
FBgn0031403	351
FBgn0031406	768
FBgn0031407	513
FBgn0031409	729
FBgn0031410	579
FBgn0031412	441
FBgn0031413	897
FBgn0031414	6531
FBgn0031417	1014
FBgn0031418	1008
FBgn0031419	828
FBgn0031420	2916
FBgn0031422	1380
FBgn0031423	816
FBgn0031424	1899
FBgn0031426	1110
FBgn0031428	1464
FBgn0031430	708
FBgn0031431	1188
FBgn0031432	1521
FBgn0031434	1131
FBgn0031435	1146
FBgn0031436	429
FBgn0031437	456
FBgn0031440	828
FBgn0031441	960
FBgn0031442	648
FBgn0031443	633
FBgn0031444	996
FBgn0031446	918
FBgn0031449	1875
FBgn0031450	2283
FBgn0031451	1347
FBgn0031452	1566
FBgn0031453	459
FBgn0031454	675
FBgn0031455	405
FBgn0031456	2799
FBgn0031457	981
FBgn0031458	717
FBgn0031459	453
FBgn0031460	729
FBgn0031461	1761
FBgn0031462	1665
FBgn0031463	1053
FBgn0031464	4614
FBgn0031465	1905
FBgn0031466	1068
FBgn0031467	909
FBgn0031468	1158
FBgn0031469	1767
FBgn0031470	1032
FBgn0031471	1044
FBgn0031472	1035
FBgn0031473	966
FBgn0031474	1689
FBgn0031476	855
FBgn0031478	975
FBgn0031479	669
FBgn0031483	1608
FBgn0031484	1056
FBgn0031485	660
FBgn0031488	1824
FBgn0031489	903
FBgn0031490	2115
FBgn0031491	1110
FBgn0031492	2421
FBgn0031493	2250
FBgn0031494	924
FBgn0031495	1263
FBgn0031496	2631
FBgn0031497	1506
FBgn0031498	1095
FBgn0031500	1242
FBgn0031501	417
FBgn0031504	603
FBgn0031505	351
FBgn0031512	369
FBgn0031513	1617
FBgn0031514	2394
FBgn0031515	1830
FBgn0031516	2427
FBgn0031517	1410
FBgn0031518	2370
FBgn0031519	1572
FBgn0031520	1458
FBgn0031522	1401
FBgn0031523	1401
FBgn0031526	672
FBgn0031528	1461
FBgn0031529	450
FBgn0031530	1902
FBgn0031531	417
FBgn0031533	1251
FBgn0031534	1377
FBgn0031535	762
FBgn0031536	2718
FBgn0031538	1338
FBgn0031540	1992
FBgn0031542	963
FBgn0031544	1431
FBgn0031545	2031
FBgn0031546	2172
FBgn0031547	1221
FBgn0031548	1992
FBgn0031549	2346
FBgn0031550	1218
FBgn0031554	294
FBgn0031558	240
FBgn0031559	267
FBgn0031560	249
FBgn0031561	249
FBgn0031562	399
FBgn0031563	390
FBgn0031564	255
FBgn0031566	2124
FBgn0031568	3315
FBgn0031571	9372
FBgn0031573	2145
FBgn0031574	2970
FBgn0031575	2421
FBgn0031579	315
FBgn0031580	324
FBgn0031585	1698
FBgn0031589	2004
FBgn0031590	1926
FBgn0031592	1068
FBgn0031596	648
FBgn0031597	1857
FBgn0031598	2664
FBgn0031600	675
FBgn0031601	429
FBgn0031602	3081
FBgn0031603	357
FBgn0031604	1659
FBgn0031606	3027
FBgn0031607	1011
FBgn0031608	1512
FBgn0031609	1077
FBgn0031610	1041
FBgn0031611	2577
FBgn0031613	321
FBgn0031617	3411
FBgn0031619	945
FBgn0031620	2760
FBgn0031621	1140
FBgn0031622	1488
FBgn0031623	417
FBgn0031626	1869
FBgn0031627	1353
FBgn0031628	1371
FBgn0031629	696
FBgn0031630	978
FBgn0031631	2037
FBgn0031632	1095
FBgn0031633	996
FBgn0031634	2844
FBgn0031635	1494
FBgn0031636	1491
FBgn0031637	2328
FBgn0031638	1470
FBgn0031639	795
FBgn0031640	1587
FBgn0031643	1812
FBgn0031644	1050
FBgn0031645	1482
FBgn0031646	768
FBgn0031649	2541
FBgn0031650	1137
FBgn0031651	744
FBgn0031652	960
FBgn0031653	777
FBgn0031654	831
FBgn0031655	2268
FBgn0031657	1002
FBgn0031659	1803
FBgn0031660	909
FBgn0031661	1188
FBgn0031662	759
FBgn0031663	576
FBgn0031664	1491
FBgn0031668	456
FBgn0031670	597
FBgn0031673	1029
FBgn0031675	1803
FBgn0031676	1167
FBgn0031677	282
FBgn0031678	1890
FBgn0031681	1893
FBgn0031682	1086
FBgn0031683	1161
FBgn0031684	381
FBgn0031688	1506
FBgn0031689	1509
FBgn0031690	1530
FBgn0031692	450
FBgn0031693	1530
FBgn0031694	1536
FBgn0031695	1530
FBgn0031696	3300
FBgn0031697	1335
FBgn0031698	7404
FBgn0031700	306
FBgn0031701	396
FBgn0031702	1362
FBgn0031703	1782
FBgn0031707	1032
FBgn0031708	711
FBgn0031710	1989
FBgn0031711	1314
FBgn0031713	1434
FBgn0031715	732
FBgn0031716	1452
FBgn0031717	822
FBgn0031718	987
FBgn0031719	603
FBgn0031720	726
FBgn0031721	717
FBgn0031722	1167
FBgn0031723	966
FBgn0031724	1461
FBgn0031725	1353
FBgn0031726	1492
FBgn0031728	1731
FBgn0031729	396
FBgn0031730	1317
FBgn0031731	918
FBgn0031732	1482
FBgn0031733	1290
FBgn0031734	2136
FBgn0031735	1344
FBgn0031736	999
FBgn0031737	750
FBgn0031738	1635
FBgn0031739	954
FBgn0031740	1380
FBgn0031741	2256
FBgn0031745	1293
FBgn0031746	369
FBgn0031747	951
FBgn0031749	1197
FBgn0031751	258
FBgn0031752	3957
FBgn0031753	498
FBgn0031756	1980
FBgn0031757	1008
FBgn0031758	1014
FBgn0031759	5517
FBgn0031760	945
FBgn0031762	2835
FBgn0031763	771
FBgn0031764	801
FBgn0031765	1641
FBgn0031766	687
FBgn0031768	891
FBgn0031769	1464
FBgn0031770	1638
FBgn0031771	1425
FBgn0031772	492
FBgn0031773	1971
FBgn0031774	1176
FBgn0031775	756
FBgn0031776	381
FBgn0031777	672
FBgn0031779	1338
FBgn0031781	507
FBgn0031782	1632
FBgn0031784	1014
FBgn0031785	5304
FBgn0031786	408
FBgn0031791	651
FBgn0031792	762
FBgn0031799	3759
FBgn0031800	1254
FBgn0031801	1275
FBgn0031802	1722
FBgn0031803	1515
FBgn0031804	819
FBgn0031805	1959
FBgn0031808	2055
FBgn0031811	990
FBgn0031813	2175
FBgn0031814	2124
FBgn0031815	1470
FBgn0031816	1302
FBgn0031817	972
FBgn0031818	1353
FBgn0031820	4980
FBgn0031821	903
FBgn0031822	336
FBgn0031824	1260
FBgn0031826	1092
FBgn0031829	1233
FBgn0031830	363
FBgn0031831	465
FBgn0031832	1335
FBgn0031834	948
FBgn0031835	2823
FBgn0031836	1167
FBgn0031837	1131
FBgn0031842	4293
FBgn0031844	1356
FBgn0031848	708
FBgn0031849	1428
FBgn0031850	3183
FBgn0031851	1467
FBgn0031853	2271
FBgn0031854	2979
FBgn0031855	1371
FBgn0031856	1443
FBgn0031857	8679
FBgn0031858	1833
FBgn0031859	624
FBgn0031860	1026
FBgn0031861	807
FBgn0031865	2148
FBgn0031866	3747
FBgn0031868	2727
FBgn0031869	5706
FBgn0031871	948
FBgn0031872	2661
FBgn0031873	684
FBgn0031874	1836
FBgn0031875	1818
FBgn0031876	1071
FBgn0031877	972
FBgn0031878	1974
FBgn0031879	10770
FBgn0031881	900
FBgn0031882	672
FBgn0031883	1785
FBgn0031885	2292
FBgn0031886	1188
FBgn0031887	1509
FBgn0031888	1218
FBgn0031893	1578
FBgn0031894	1743
FBgn0031895	1521
FBgn0031896	921
FBgn0031897	2520
FBgn0031900	1863
FBgn0031902	1263
FBgn0031903	1452
FBgn0031904	1347
FBgn0031905	2010
FBgn0031906	987
FBgn0031907	891
FBgn0031908	831
FBgn0031909	615
FBgn0031910	852
FBgn0031912	1539
FBgn0031913	885
FBgn0031914	936
FBgn0031918	660
FBgn0031920	1677
FBgn0031925	1536
FBgn0031926	2364
FBgn0031929	1269
FBgn0031930	1290
FBgn0031935	1752
FBgn0031936	1788
FBgn0031937	1785
FBgn0031939	1926
FBgn0031940	429
FBgn0031941	324
FBgn0031942	390
FBgn0031945	858
FBgn0031946	846
FBgn0031947	2586
FBgn0031948	1248
FBgn0031950	1398
FBgn0031951	936
FBgn0031952	3159
FBgn0031954	612
FBgn0031955	3396
FBgn0031957	594
FBgn0031959	1836
FBgn0031961	1548
FBgn0031968	1077
FBgn0031969	1668
FBgn0031970	1557
FBgn0031971	357
FBgn0031972	1230
FBgn0031973	1611
FBgn0031974	837
FBgn0031975	2331
FBgn0031976	1170
FBgn0031977	273
FBgn0031979	531
FBgn0031980	315
FBgn0031981	8679
FBgn0031985	5055
FBgn0031986	1263
FBgn0031987	879
FBgn0031988	1758
FBgn0031990	6051
FBgn0031992	273
FBgn0031995	3297
FBgn0031996	1209
FBgn0031997	1113
FBgn0031998	1803
FBgn0031999	2766
FBgn0032000	591
FBgn0032001	477
FBgn0032002	513
FBgn0032003	795
FBgn0032004	864
FBgn0032005	1368
FBgn0032006	4734
FBgn0032008	510
FBgn0032010	4812
FBgn0032013	1362
FBgn0032014	981
FBgn0032015	993
FBgn0032016	1194
FBgn0032017	1095
FBgn0032018	4464
FBgn0032020	369
FBgn0032021	444
FBgn0032022	447
FBgn0032023	564
FBgn0032024	759
FBgn0032025	810
FBgn0032026	4068
FBgn0032029	1023
FBgn0032030	954
FBgn0032031	1146
FBgn0032032	768
FBgn0032033	672
FBgn0032034	600
FBgn0032036	1515
FBgn0032039	1062
FBgn0032040	855
FBgn0032042	1329
FBgn0032047	1206
FBgn0032048	354
FBgn0032049	1119
FBgn0032050	2046
FBgn0032051	1989
FBgn0032052	1281
FBgn0032053	525
FBgn0032054	1362
FBgn0032055	1572
FBgn0032057	1878
FBgn0032058	2025
FBgn0032059	456
FBgn0032061	1521
FBgn0032065	726
FBgn0032066	3012
FBgn0032067	2937
FBgn0032068	2949
